query,elapsed_ms,total_records,node_pruned,cluster_pruned,local_vq_pruned,record_pruned,exact_evaluated,node_mbr_us,cluster_bound_us,local_vq_us,record_bound_us,exact_distance_us,other_us
25,1042.190000,100000000,78749448,732143,0,20518350,59,4978,16485,0,1016919,45,3763
26,2201.988000,100000000,55686315,1150215,0,43163455,15,11811,36943,0,2145861,15,7358
27,717.893000,100000000,84352973,1473747,0,14173241,39,4199,12442,0,698429,35,2788
28,2428.656000,100000000,49925057,2141847,0,47933008,88,13195,40812,0,2366329,82,8238
29,699.405000,100000000,85371223,782566,0,13846162,49,3809,10490,0,682403,30,2673
30,403.649000,100000000,92170300,176441,0,7653144,115,2244,8974,0,390889,73,1469
31,51.253000,100000000,98038951,966560,0,994432,57,643,1262,0,48957,35,356
32,1202.262000,100000000,75628319,2106060,0,22265590,31,5966,18643,0,1173220,40,4393
33,630.620000,100000000,88937542,396585,0,10665836,37,3253,11645,0,613171,32,2519
34,417.123000,100000000,91395677,1513807,0,7090509,7,2578,8131,0,404593,12,1809
35,1435.578000,100000000,70653435,1512487,0,27834029,49,7512,23215,0,1399630,41,5180
36,654.224000,100000000,86078661,979126,0,12942200,13,2956,9724,0,639135,11,2398
37,584.070000,100000000,88197355,327911,0,11474719,15,3333,10591,0,567694,17,2435
38,1401.680000,100000000,71372416,1111420,0,27516121,43,8150,21956,0,1366628,31,4915
39,1626.291000,100000000,66378494,1526850,0,32094634,22,8012,23442,0,1589098,21,5718
40,2059.806000,100000000,58611091,1493053,0,39895696,160,12703,39950,0,1998275,101,8777
41,1363.120000,100000000,73006546,787815,0,26205555,84,6393,21562,0,1329001,53,6111
42,1241.728000,100000000,75654761,622540,0,23722688,11,6606,23223,0,1205856,9,6034
43,751.773000,100000000,84219340,1227690,0,14552913,57,4398,12848,0,731112,35,3380
44,1802.574000,100000000,63990127,1528089,0,34481664,120,8921,32565,0,1751745,70,9273
45,94.828000,100000000,97197251,1039697,0,1763043,9,1049,2668,0,90123,6,982
46,808.148000,100000000,84229985,331520,0,15438477,18,4233,16564,0,783658,14,3679
47,1301.486000,100000000,74750302,712551,0,24537043,104,7842,24360,0,1262013,67,7204
48,464.062000,100000000,89919237,1530934,0,8549787,42,3668,10037,0,447733,25,2599
49,2082.878000,100000000,57395274,2541984,0,40062676,66,10886,34422,0,2028820,41,8709
50,1540.074000,100000000,68098178,2382810,0,29518973,39,9115,25758,0,1497448,36,7717
51,805.061000,100000000,84229985,331520,0,15438477,18,4194,15500,0,781747,7,3613
52,38.615000,100000000,99239475,68252,0,692250,23,316,627,0,36948,20,704
53,1410.753000,100000000,71984419,684956,0,27330556,69,6126,22881,0,1375772,43,5931
54,972.240000,100000000,79379819,2019125,0,18600980,76,6275,18644,0,943094,43,4184
55,662.168000,100000000,86027992,1058623,0,12913340,45,3738,10227,0,644854,27,3322
56,2574.144000,100000000,40981070,8588406,0,50430420,104,15766,42341,0,2506244,52,9741
57,359.269000,100000000,92865113,169462,0,6965403,22,1955,6398,0,349472,11,1433
58,2958.770000,100000000,38128933,3854850,0,58016100,117,16057,45867,0,2886267,81,10498
59,592.511000,100000000,87864297,537806,0,11597890,7,4370,10198,0,575859,8,2076
60,3491.409000,100000000,29374850,2141275,0,68483720,155,17961,55073,0,3406786,126,11463
61,1461.969000,100000000,70694638,697840,0,28607407,115,7539,20897,0,1427914,89,5530
62,755.535000,100000000,84880451,910658,0,14208820,71,3625,13250,0,735901,50,2709
63,1242.319000,100000000,78380591,291600,0,21327700,109,6943,23347,0,1206954,102,4973
64,5400.478000,100000000,259110,817397,0,98922708,785,27501,84900,0,5270112,560,17405
65,151.790000,100000000,96968939,44428,0,2986423,210,859,2736,0,147053,151,991
66,609.768000,100000000,87656911,291647,0,12051340,102,4214,10408,0,592967,82,2097
67,2594.054000,100000000,42823427,5278604,0,51897911,58,14902,39561,0,2530917,54,8620
68,886.411000,100000000,82258615,374459,0,17366841,85,6112,14819,0,862270,80,3130
69,1980.777000,100000000,58634332,1823031,0,39542386,251,9514,30185,0,1934081,231,6766
70,272.358000,100000000,93947671,693673,0,5358652,4,1611,5724,0,263932,5,1086
71,465.050000,100000000,90310154,681288,0,9008466,92,3024,8798,0,451398,75,1755
72,1330.082000,100000000,71703005,1577071,0,26719806,118,6214,17832,0,1301236,116,4684
73,2448.031000,100000000,45784705,5199151,0,49016093,51,12701,37576,0,2389410,57,8287
74,1629.251000,100000000,67434937,823396,0,31741155,512,9171,24121,0,1589876,463,5620
75,709.057000,100000000,84731578,1061104,0,14207258,60,3755,10979,0,691413,63,2847
76,1011.824000,100000000,78109887,1825871,0,20063970,272,6394,16746,0,984692,258,3734
77,344.205000,100000000,92771193,479933,0,6748773,101,2304,5964,0,334512,74,1351
78,1697.683000,100000000,61717878,4123094,0,34158992,36,9336,23574,0,1658509,37,6227
79,51.756000,100000000,98593947,399141,0,1006865,47,582,906,0,49839,45,384
80,247.575000,100000000,95105078,111789,0,4782827,306,1510,4932,0,239732,267,1134
81,949.010000,100000000,81238845,262342,0,18498191,622,4411,15077,0,925486,547,3489
82,1325.608000,100000000,71885381,1619381,0,26495116,122,7199,19030,0,1294159,129,5091
83,4520.086000,100000000,14385595,905453,0,84708423,529,23925,70376,0,4410606,561,14618
84,738.749000,100000000,83817237,1317041,0,14865664,58,4234,10697,0,721077,68,2673
85,462.939000,100000000,90356029,571454,0,9072418,99,2688,8829,0,449614,98,1710
86,2337.124000,100000000,52016229,1658539,0,46325170,62,11098,34417,0,2283875,77,7657
87,90.100000,100000000,97197251,1039697,0,1763043,9,800,2059,0,86569,12,660
88,1392.613000,100000000,61665465,10441447,0,27893029,59,9291,20207,0,1357423,69,5623
89,957.630000,100000000,78921584,2082702,0,18995632,82,4539,14243,0,935145,89,3614
90,830.643000,100000000,83336318,503864,0,16159746,72,5091,15882,0,806230,72,3368
91,2671.105000,100000000,49474548,1062236,0,49463040,176,16154,47607,0,2595922,185,11237
92,2004.212000,100000000,59666944,1904494,0,38427816,746,10916,34426,0,1950344,671,7855
93,1268.584000,100000000,69388630,7860638,0,22750672,60,7372,19559,0,1235000,61,6592
94,357.073000,100000000,90854017,1628805,0,7517143,35,2301,5850,0,347081,32,1809
95,350.665000,100000000,92307514,416465,0,7276005,16,2349,7736,0,338828,17,1735
96,199.098000,100000000,95567379,283747,0,4148866,8,1647,3607,0,192879,10,955
97,1965.142000,100000000,59127158,1770789,0,39101902,151,11154,30836,0,1914847,159,8146
98,485.659000,100000000,87812370,2444337,0,9743220,73,3368,6332,0,473415,64,2480
99,555.223000,100000000,89465057,192233,0,10342653,57,2985,9734,0,540206,54,2244
