query,total_records,query_wall_us,worker_search_us,node_mbr_checks,node_mbr_pruned,node_mbr_us,group_mbr_checks,group_mbr_pruned,group_mbr_us,radial_checks,radial_pruned,radial_us,symbolic_checks,symbolic_pruned,symbolic_us,residual_checks,residual_pruned,residual_us,exact_evaluated,exact_us,other_worker_us
18,100000000,15887,918373,8396,70917948,6677,41488,2068914,53679,19539941,5346812,63696,21666326,21666197,615574,245,4,52,125,2213,176482
19,100000000,5985,270021,3628,88614266,2242,14880,3142378,13067,5840540,2833887,18631,5409469,5409408,171375,119,2,12,59,934,63760
20,100000000,28919,1767180,17867,47760550,15743,73168,2936878,96241,36425111,8420410,117034,40882162,40881527,1146874,1235,27,197,608,8878,382213
21,100000000,2657,57403,1364,98475394,848,2224,186950,2138,1197084,301537,3958,1036119,1036022,28886,189,12,15,85,549,21009
22,100000000,6504,329665,3812,88449133,3159,15872,1896317,15939,6540025,2267155,22271,7387395,7387243,214264,285,18,33,134,59,73940
23,100000000,10339,568077,10212,81303933,7139,28448,2745013,35140,11731770,4360359,38513,11590695,11590629,342220,125,4,22,62,30,145013
24,100000000,14180,837121,14588,67950418,10403,44848,7231649,47723,16678093,5720805,55987,19097128,19096932,493219,401,2,57,194,93,229639
25,100000000,11692,658668,5860,78749449,3863,31680,1374513,43083,14093391,1329154,46527,18546884,18546788,437710,183,6,25,90,24,127436
26,100000000,23670,1415010,10724,55686308,9003,63696,2339638,87373,30295959,7603591,99075,34370463,34370419,956249,94,2,8,42,14,263288
27,100000000,8476,460351,9404,84589430,6833,21936,2579890,26220,8849082,3685811,29981,9144869,9144759,257440,220,3,33,107,573,139271
28,100000000,25546,1538884,16852,50340923,13972,71232,4240625,93656,32380204,9568081,106859,35850371,35850034,990568,660,9,101,328,726,333002
29,100000000,9555,516994,11644,85373070,8933,19664,1338608,25604,9718072,2610680,30996,10677642,10677405,265346,462,4,81,233,1611,184423
30,100000000,6041,289023,3476,92170297,2599,13680,409430,18517,6170433,1273111,20739,6147162,6146759,172984,770,40,109,363,206,73869
31,100000000,2088,41955,1060,98060272,647,3408,1080671,1689,623623,240632,2293,618425,618321,16947,181,19,14,85,37,20328
32,100000000,11746,681003,8796,76017911,4761,32624,3386066,37805,14848912,5096532,48297,15499491,15499436,436680,107,1,22,54,570,152868
33,100000000,6858,331781,3612,88937542,2084,15856,713437,21351,8166808,872215,25755,9476806,9476719,211015,162,3,14,84,535,71027
34,100000000,4746,208878,3308,91810460,2086,11600,2082020,11678,4810436,1577983,15418,4529537,4529472,124268,143,0,6,65,27,55395
35,100000000,15798,922029,10196,70653433,7558,41456,2731192,52799,19037320,4130443,61981,22484932,22484745,598566,356,10,72,177,3406,197647
36,100000000,7722,382010,4948,86078663,2822,19376,1772971,23107,8999918,1921783,28985,10226583,10226511,236345,148,5,11,67,28,90712
37,100000000,7357,391873,5484,88209215,3146,18880,687140,25933,9010762,2088078,29639,9015567,9015522,246913,100,0,16,45,22,86204
38,100000000,15678,909933,10684,71372412,9238,38560,2384001,49988,18746212,6066393,60422,20177194,20177094,586956,196,3,36,97,51,203242
39,100000000,17715,1043903,14492,66539271,9789,43520,2522856,56303,22366515,4037202,70992,26900671,26900580,663416,176,5,34,86,585,242784
40,100000000,22154,1346155,17979,58831497,15577,55136,3097827,68330,27716319,10114560,89743,27956116,27955171,822856,1851,47,239,898,6294,343116
41,100000000,14766,875045,9396,73133515,6199,38864,1443432,50026,18233583,2044838,59957,23378215,23377972,555940,478,11,80,232,2043,200800
42,100000000,13759,794335,7188,75654759,4751,33680,1243988,47855,15903843,2468982,52054,20632271,20632207,535038,144,1,11,63,25,154601
43,100000000,8751,480596,7892,84477840,4417,20064,1901799,24960,9940785,2325857,31623,11294504,11294326,301873,347,12,56,166,84,117583
44,100000000,17672,1033407,10540,65221116,7343,47680,2542747,62109,23491896,4237559,75336,27998578,27998428,672012,308,2,38,148,79,216490
45,100000000,2353,63016,1964,97197252,835,4656,1208939,4135,1319897,400602,4639,1193207,1193158,31834,98,0,6,49,15,21552
46,100000000,9438,522385,4708,84229984,3444,24144,634369,34268,11650921,2607505,38609,12528142,12528074,342130,120,16,18,52,24,103892
47,100000000,15566,859177,12164,75951547,7049,36304,1327455,53133,17105384,3088802,59387,19632196,19632012,569416,347,13,38,171,554,169600
48,100000000,5706,287919,5460,89919237,4515,13776,2288964,13473,5294859,2081748,17728,5710051,5709706,163079,650,33,84,312,1187,87853
49,100000000,24104,1465760,20060,58207293,16695,57824,4689997,72915,25734623,7988760,84605,29113950,29113415,925168,1049,23,158,512,5641,360578
50,100000000,14992,872155,13316,68525894,8661,41216,4003262,48692,19725249,5047834,62065,22423010,22422944,533176,146,2,14,64,1476,218071
51,100000000,9491,520532,4708,84229984,3376,24144,634369,34205,11650921,2606883,37905,12528764,12528697,338852,120,15,23,52,15,106156
52,100000000,2500,37210,628,99111581,328,1344,137271,873,700994,373969,2250,377179,377142,22074,90,1,5,36,16,11664
53,100000000,15226,909021,10820,71984420,7354,39360,1308453,51630,19691555,2427251,62330,24279876,24279401,563182,934,13,119,462,7831,216575
54,100000000,10029,560280,8004,79398378,6991,30016,3553477,33713,12626137,5477631,41139,11570514,11570324,326627,385,2,59,188,3500,148251
55,100000000,8053,433013,8524,86042661,4020,19504,1484291,24025,9481581,1311515,30718,11161533,11161440,274163,198,1,30,92,41,100016
56,100000000,24933,1529195,20652,41139282,16954,82576,13243569,86603,30396801,13584940,100258,32032209,32031911,920331,600,8,99,290,1234,403716
57,100000000,4974,230066,4220,92880038,2552,10608,382497,14715,5623095,723763,17773,6013702,6013655,134621,107,1,13,46,18,60374
58,100000000,29724,1804073,20980,38909868,16707,84672,6643323,104631,39539061,10349989,127558,44096820,44096250,1137528,1111,20,195,550,10960,406494
59,100000000,6251,320878,3628,87864294,3435,17648,1314635,18263,8523313,5389180,27508,5431891,5431860,190944,69,5,7,26,505,80216
60,100000000,36520,2259185,21675,29559162,18896,99440,4242647,135021,47919050,11815981,154509,54382210,54381446,1456386,1495,19,211,745,7585,486577
61,100000000,15278,894718,16852,73679938,10518,37056,1347698,50428,18391572,3999657,58790,20972707,20972292,527027,810,19,117,396,3805,244033
62,100000000,8935,479270,7820,85195242,5230,21792,1616755,27408,10501027,2506521,33426,10681482,10681223,278438,506,8,74,251,1164,133530
63,100000000,12175,694330,8476,78636280,5854,32176,672764,45057,14930326,1258311,48921,19432645,19432309,429469,654,20,103,316,2707,162219
64,100000000,57823,3600477,22155,269602,19778,145776,1989340,211672,71966020,14549146,232975,83191912,83190234,2567371,3177,152,487,1526,8022,560172
65,100000000,3727,124954,1876,96973850,870,5088,113162,7773,2073907,90469,6979,2822519,2821834,68687,1319,62,92,623,1790,38763
66,100000000,7364,389409,4476,88243273,4011,16592,684471,18516,7937755,2251163,25781,8821093,8820939,244080,273,28,41,126,63,96917
67,100000000,26640,1611546,19387,42823424,15699,78160,7736463,89276,33766438,8351901,109703,41088212,41088031,1015145,343,10,59,171,1248,380416
68,100000000,10484,590834,6428,82260857,5709,25328,733480,29500,12812963,2740833,41334,14264830,14264574,379236,495,24,83,232,1872,133100
69,100000000,20690,1220003,11092,58877614,7992,58288,3068029,77541,27883696,4770364,89314,33283993,33283682,794897,623,7,111,304,2815,247333
70,100000000,4008,169821,2188,93947668,1409,9952,1225096,11863,3863357,1459751,12874,3367485,3367463,101591,57,0,4,22,6,42074
71,100000000,6306,290981,4404,90721540,3493,13056,1049329,16368,6001855,1495364,19253,6733767,6733378,175358,714,76,74,313,1881,74554
72,100000000,14480,837109,14836,73254009,9060,34640,2709432,40803,17741291,2841718,55409,21194841,21194532,504828,590,18,87,291,1607,225315
73,100000000,25087,1539455,21131,45950370,17303,74976,7964016,89291,32737201,12448248,106227,33637366,33636742,917292,1244,9,168,615,3013,406161
74,100000000,17299,1019116,10172,67440174,8149,43136,1581808,54585,23407268,4075153,73077,26902865,26901998,663993,1524,200,201,667,5907,213204
75,100000000,8623,471187,8564,85133319,5113,21040,1692827,26653,9594590,1156725,31170,12017129,12016850,289422,554,7,79,272,139,118611
76,100000000,11324,648139,8092,78459934,6622,30192,3062584,34638,12915244,3907345,42409,14570137,14569376,402951,1498,25,187,736,4713,156619
77,100000000,5015,222542,2667,92771192,1901,10320,666426,12597,4836219,647796,15433,5914586,5914451,139524,254,9,17,126,45,53025
78,100000000,17750,1039618,17332,61874633,11621,49984,6246494,53927,23656998,8526441,74171,23352432,23352304,617400,259,3,24,125,566,281909
79,100000000,1958,45340,1116,98555791,632,2336,475323,1401,697298,242689,2375,726197,726118,20102,171,4,12,75,36,20782
80,100000000,4075,181872,2140,95178370,1593,7744,210336,10139,3699836,738493,12284,3872801,3871587,111726,2078,352,188,862,6297,39645
81,100000000,11875,670644,6324,81238847,4243,27840,593753,39963,12830175,1151419,42044,17015981,17013085,435830,5008,738,466,2158,12515,135583
82,100000000,13507,786963,15964,76063979,10455,33616,2516282,41647,15290699,3280319,49006,18139420,18138972,437821,890,12,116,436,705,247213
83,100000000,47968,2969631,21947,14402955,19215,121904,1756032,173973,60742592,12613134,195781,71227879,71227151,2050816,1245,213,226,515,5489,524131
84,100000000,8894,480497,8580,83836268,5655,20480,2237241,23843,9889196,3191344,31450,10735147,10734944,291554,402,11,77,192,1174,126744
85,100000000,6675,312385,3700,90475457,2694,15104,980623,19069,6855737,1354567,22048,7189353,7189043,192069,612,6,59,304,1146,75300
86,100000000,24255,1474430,14916,52046267,11378,65952,2982660,84515,32896263,5828182,101269,39142891,39142535,969136,687,18,122,338,2322,305688
87,100000000,2175,56995,1964,97197252,715,4656,1208939,3461,1319897,400602,4312,1193207,1193158,28958,98,0,5,49,15,19529
88,100000000,14253,829222,17764,61787789,10813,50656,12946895,33880,15517845,3424583,44135,21840733,21840459,499339,550,5,89,269,2312,238654
89,100000000,10628,602963,8668,78921584,4756,30288,2921302,29509,12277305,1466098,34563,16691016,16690398,378537,1210,22,168,596,2564,152866
90,100000000,9632,527867,6908,83336316,4851,25568,946087,29410,11496222,2444066,32189,13273531,13273109,330724,829,20,116,402,2429,128148
91,100000000,23519,1437026,15139,52521712,12016,67264,2558004,74787,32754377,10405389,91906,34514895,34514628,961536,518,23,101,244,1228,295452
92,100000000,20332,1212676,12108,59666941,8807,58400,3139514,59440,26304276,4993377,69258,32200168,32197745,829037,4684,106,484,2317,15839,229811
93,100000000,11503,669014,15604,69491042,7979,43440,9502190,28473,12792956,2896555,34907,18110213,18109978,395789,475,6,67,229,1151,200648
94,100000000,4331,198521,3620,90891150,1747,13664,2105081,10131,4347868,1094271,12389,5909498,5909442,122315,110,2,11,54,25,51903
95,100000000,4399,199081,3484,92307514,1690,12464,769779,11890,5629124,2074647,14268,4848060,4848019,125792,78,2,9,39,10,45422
96,100000000,3225,118749,2908,95567380,1308,6160,521192,5347,3134648,1129099,7542,2782329,2782277,73928,100,3,11,49,12,30601
97,100000000,18450,1105240,17707,59592021,9400,55552,2928260,52686,27900407,5255391,69003,32224328,32223838,734195,941,39,133,451,3138,236685
98,100000000,5087,250785,7596,87890078,3055,15264,3367520,10366,6142322,1559396,15758,7183006,7182915,156538,164,10,20,81,31,65017
99,100000000,6346,320147,5724,89541938,2642,17104,464174,17556,7988220,1752512,19777,8241376,8241213,211650,329,8,37,155,651,67834
