query,total_records,query_wall_us,worker_search_us,node_mbr_checks,node_mbr_pruned,node_mbr_us,group_mbr_checks,group_mbr_pruned,group_mbr_us,radial_checks,radial_pruned,radial_us,symbolic_checks,symbolic_pruned,symbolic_us,residual_checks,residual_pruned,residual_us,exact_evaluated,exact_us,other_worker_us
32,100000000,3234,119151,4731,97095084,3663,4464,716860,2659,1759891,701633,5324,1486423,1486228,41130,386,19,32,176,55,66288
33,100000000,3259,122738,4755,96826509,3488,4848,758595,2965,1943036,788074,5674,1626822,1626616,45799,408,19,36,187,45,64731
34,100000000,3588,142316,4787,96473257,3951,5392,856740,3333,2163242,865467,6444,1804536,1804286,52562,491,25,36,225,68,75922
35,100000000,3618,138533,4819,96261337,3825,5744,874716,3656,2324993,925553,7047,1938394,1938145,56363,492,21,48,228,563,67031
36,100000000,3719,145874,4835,95997348,3902,6144,940476,3853,2489807,1009913,7556,2052263,2051997,60651,516,31,49,235,1046,68817
37,100000000,4090,167925,4923,95738625,4148,6608,951431,4217,2695429,1112956,8429,2196988,2196698,66808,555,38,53,252,2614,81656
38,100000000,4208,175074,4987,95378991,4242,7264,1050549,4586,2899503,1189335,9036,2381125,2380798,72281,620,48,60,279,1107,83762
39,100000000,9090,219531,5571,95109329,4659,7680,1090448,4975,3053919,1252413,9889,2547810,2546946,89180,1609,124,178,740,32146,78504
40,100000000,4731,205821,5587,94745287,4761,8304,1187291,5347,3268240,1321689,10323,2745733,2744927,87557,1500,118,163,688,5655,92015
41,100000000,4803,211623,5635,94313714,4710,9008,1295454,5924,3526424,1393324,10981,2997508,2996663,95172,1564,127,156,718,4971,89709
42,100000000,4927,219473,5659,93775657,4863,9952,1423651,6543,3886612,1532253,12235,3268439,3267576,104435,1605,128,167,735,4000,87230
43,100000000,5143,231535,5715,93471579,4789,10400,1404710,7025,4140987,1628242,13008,3495469,3494575,112276,1648,146,152,748,3151,91134
44,100000000,5174,234981,5555,93102479,4765,11008,1426791,7453,4422383,1732935,13785,3737795,3737108,118293,1248,130,126,557,717,89842
45,100000000,5275,247786,5587,92596908,4848,11776,1558173,7951,4702052,1828935,14723,4015984,4015314,126354,1229,113,140,557,227,93543
46,100000000,5786,264547,5611,92264822,4776,12352,1548585,8481,4984505,1916112,15701,4270481,4269758,133759,1318,131,146,592,254,101430
47,100000000,5699,268989,5651,91964865,4733,12832,1522239,8979,5256559,2011300,16502,4501596,4500859,143577,1335,145,136,592,750,94312
48,100000000,5916,280616,5699,91504367,4907,13568,1561895,9607,5624629,2093391,17575,4840347,4839580,153744,1357,169,141,598,235,94407
49,100000000,6177,302441,5763,91167224,4886,14192,1543758,10285,5897261,2203737,18557,5085281,5084555,160027,1287,157,149,569,231,108306
50,100000000,6252,301579,5819,90761962,4889,14784,1537552,10796,6225076,2277954,19526,5422532,5421719,169852,1424,192,135,621,236,96145
51,100000000,6599,318864,5883,90309688,4958,15408,1557527,11277,6553471,2406070,20666,5726715,5725797,180807,1604,220,173,698,1335,99648
52,100000000,6881,349639,5947,89804515,5090,16160,1539342,12114,6964396,2322287,21983,6333856,6332840,198979,1756,264,217,752,1336,109920
53,100000000,6948,339181,5987,89451629,5089,16672,1515120,12572,7263957,2579399,23131,6453852,6452911,200577,1624,247,156,694,293,97363
54,100000000,7302,363885,6003,89068197,5141,17200,1500714,13068,7574736,2683398,23542,6747691,6746654,210665,1775,287,186,750,1948,109335
55,100000000,7555,377152,6051,88739732,5185,17712,1423523,13743,7877635,2686669,24898,7150076,7148919,220998,1969,329,205,828,869,111254
56,100000000,7778,392321,6187,88303940,5324,18368,1424400,14388,8233159,2822372,25550,7449288,7448037,230582,2135,351,209,900,3049,113219
57,100000000,7946,415870,6243,87813821,5254,19120,1445570,14959,8580483,2868252,27150,7872357,7871113,241515,2103,371,211,873,3966,122815
58,100000000,8153,418455,6331,87366330,5433,19600,1388199,15543,8950993,2982594,27650,8262877,8261635,252418,2088,385,215,857,2472,114724
59,100000000,8423,439679,6475,86933635,5456,20144,1384753,16318,9251887,3032576,28591,8649036,8647604,264641,2399,448,228,984,3132,121313
60,100000000,8734,466889,6523,86482062,5497,20912,1358598,17007,9647747,3115751,29657,9043589,9042194,272870,2326,450,238,945,1377,140243
61,100000000,8999,466859,6579,86054191,5525,21552,1299211,17526,10005164,3165952,31041,9480646,9479121,287964,2536,500,253,1025,3339,121211
62,100000000,9075,483576,6635,85562524,5574,22240,1320445,18118,10342778,3214291,32313,9902740,9901194,297870,2572,506,233,1040,2715,126753
63,100000000,9513,501242,6683,85185640,5534,22752,1267238,18729,10678519,3302626,33138,10244496,10242765,307911,2841,602,292,1129,3228,132410
64,100000000,9894,527884,6859,84727853,5722,23392,1215943,19376,11048390,3147630,34435,10908574,10906628,327626,3187,687,360,1259,3897,136468
65,100000000,9937,535988,6971,84342002,5734,23872,1179284,19864,11337621,3393740,35348,11084974,11083108,330854,3072,648,313,1218,3864,140011
66,100000000,10196,555431,7043,83758873,5726,24704,1185379,20534,11791402,3443425,36637,11612323,11610341,347124,3236,713,279,1269,3890,141241
67,100000000,10480,571194,7067,83421148,5770,25232,1134419,21359,12105263,3486075,37312,11958358,11956318,358288,3346,719,312,1321,4900,143253
68,100000000,10633,578982,7179,82966953,5991,25888,1052459,21956,12519850,3434969,38381,12545619,12543443,370871,3531,803,321,1373,3483,137979
69,100000000,11109,597422,7259,82561262,5960,26448,992085,22670,12870765,3577099,39746,12869554,12867353,377481,3583,806,264,1395,1586,149715
70,100000000,11333,615638,7363,81972227,6269,27280,1016920,23455,13311992,3607827,41203,13403026,13400443,396300,4199,950,409,1633,7678,140324
71,100000000,11607,637431,7515,81614486,6218,27840,951772,24019,13632178,3626889,42384,13806853,13803995,408234,4618,1071,419,1787,10137,146020
72,100000000,11748,649717,7619,81223179,6223,28336,908073,24650,13940525,3635915,43182,14232833,14230190,416791,4214,1045,349,1598,7862,150660
73,100000000,15788,837472,8803,80853696,7085,28896,880053,25403,14238053,3623920,45293,14642331,14636210,466043,9995,2210,842,3911,138806,154000
74,100000000,13059,720627,8931,80376851,7151,29648,863092,25997,14634443,3651974,45423,15108083,15101404,450600,10806,2489,731,4190,25346,165379
75,100000000,13296,731697,9051,79961825,7281,30320,832421,26653,14983921,3662302,46154,15543452,15536816,464741,10767,2443,700,4193,25066,161102
76,100000000,13644,763300,9131,79313987,7274,31280,869398,27553,15418273,3522348,48132,16294267,16287333,484977,11174,2643,764,4291,19672,174928
77,100000000,13924,770724,9251,78828637,7278,31872,795468,28273,15829724,3688143,49215,16687752,16680398,490683,11868,2769,815,4585,17724,176736
78,100000000,14209,788064,9435,78351617,7384,32496,740773,28914,16269786,3665352,50552,17242258,17234312,505722,12781,3044,819,4902,19980,174693
79,100000000,14488,809313,9587,77887493,7534,33120,695163,29720,16669039,3620453,51314,17796891,17789141,520786,12423,3010,837,4740,16314,182808
80,100000000,14473,812651,9699,77402041,7734,33840,671652,30492,17073212,3705289,53036,18221018,18212548,530793,13490,3379,818,5091,16229,173549
81,100000000,15284,860929,9835,76868433,7802,34640,665683,31567,17531540,3688460,54445,18777424,18769734,549031,12144,3182,713,4508,21383,195988
82,100000000,15258,855118,9947,76337473,7746,35376,634210,32075,17950494,3687646,55597,19340671,19332127,557580,13484,3533,774,5011,12647,188699
83,100000000,15727,895519,10091,75873408,7863,35984,596657,32781,18326311,3674157,56885,19855778,19846584,574865,14513,3804,836,5390,19613,202676
84,100000000,16056,910441,10339,75245468,8055,36784,621829,33454,18764084,3558679,57497,20574024,20564275,598545,15138,4284,1061,5465,20332,191497
85,100000000,16128,923593,10523,74619280,8255,37840,658907,34527,19204819,3657826,58862,21063987,21054515,603493,14859,4007,842,5465,13651,203963
86,100000000,16519,934815,10643,74057382,8311,38656,644373,35473,19623931,3622470,60512,21675775,21666093,614827,15116,4165,824,5517,13666,201202
87,100000000,17298,986053,10787,73577624,8344,39328,572683,36385,20063076,3499633,61815,22350060,22338073,647816,18470,5407,1192,6580,20569,209932
88,100000000,17300,990559,10851,73042449,8486,40032,544529,37204,20479204,3598508,62856,22814514,22804342,653161,15717,4564,848,5608,15400,212604
89,100000000,17972,1028543,11035,72566970,8561,40736,523870,37932,20782355,3591109,64171,23318051,23305861,670223,18817,5478,969,6712,25717,220970
90,100000000,17929,1029327,11235,71981943,8610,41680,538154,38986,21214679,3533271,65920,23946632,23933095,681013,20704,6266,1160,7271,13733,219905
91,100000000,18143,1045075,11387,71256576,8695,42832,594950,39902,21731281,3535363,67012,24613111,24601354,696826,18032,5402,997,6355,14599,217044
92,100000000,19091,1097235,11531,70528436,8814,44000,617621,40936,22264660,3462500,68973,25391443,25376234,732764,23105,7201,1359,8008,24274,220115
93,100000000,19226,1106270,11651,69854560,8880,44992,628691,42293,22753492,3517077,70217,25999672,25985830,739750,20995,6584,1172,7258,20788,223170
94,100000000,19487,1126110,11787,69165312,9071,46016,620025,43412,23299954,3512391,72110,26702272,26689078,757627,19893,6389,1104,6805,19646,223140
95,100000000,20120,1173551,11891,68412558,9154,47264,690113,44492,23807995,3500864,74219,27396465,27381859,778092,22078,7033,1163,7573,25906,240525
96,100000000,20154,1170469,12065,67643986,9284,48448,724377,45623,24371269,3462494,75329,28169143,28155367,796177,20591,6840,1085,6936,13443,229528
97,100000000,20814,1203608,12248,66785494,9382,49792,787859,47061,24954762,3466033,76830,28960614,28944492,816018,24070,8069,1276,8053,17063,235978
98,100000000,21126,1234891,12487,65848427,9603,51312,909907,48494,25602631,3468668,78931,29772998,29758447,839362,21724,7269,1140,7282,16740,240621
99,100000000,21553,1262136,12791,65016161,9604,52656,953563,49916,26173829,3439541,80856,30590735,30573728,861441,25104,8787,1336,8220,16276,242707
