query,elapsed_ms,total_records,node_pruned,cluster_pruned,local_vq_pruned,record_pruned,exact_evaluated,node_mbr_us,cluster_bound_us,local_vq_us,record_bound_us,exact_distance_us,other_us
40,100.706000,37345260,30226798,5573097,0,1522599,22766,1873,3516,0,85970,5918,3429
41,387.575000,37345260,25616779,8650970,0,2820408,257103,4438,8412,0,280327,69204,25194
42,7.581000,37345260,36681082,526529,0,135138,2511,147,294,0,6285,426,429
43,163.006000,37345260,28654805,6713993,0,1910873,65589,2590,4778,0,130297,17336,8005
44,128.654000,37345260,29863730,5820234,0,1585126,76170,2017,4075,0,96721,16958,8883
45,385.897000,37345260,25519851,8729306,0,2848365,247738,4433,8584,0,283079,64124,25677
46,25.144000,37345260,35469633,1513324,0,351369,10934,524,929,0,20103,2009,1579
47,24.245000,37345260,35652878,1300771,0,382086,9525,405,788,0,20099,1628,1325
48,9.429000,37345260,36601096,577595,0,159315,7254,169,313,0,6954,1227,766
49,277.895000,37345260,27006039,7835214,0,2345622,158385,3421,6763,0,211650,39389,16672
50,8.327000,37345260,36749567,459819,0,134150,1724,147,275,0,7224,334,347
51,13.265000,37345260,36601334,556461,0,178165,9300,189,340,0,9943,1756,1037
52,19.653000,37345260,36193958,854991,0,277345,18966,302,495,0,13851,3293,1712
53,14.048000,37345260,36216199,907108,0,217787,4166,258,495,0,11821,793,681
54,14.340000,37345260,36058175,1041180,0,241068,4837,266,574,0,12083,762,655
55,6.193000,37345260,36919057,302140,0,120671,3392,107,164,0,4803,689,430
56,55.753000,37345260,34327310,2310897,0,666587,40466,793,1513,0,40817,8232,4398
57,9.881000,37345260,36648584,540420,0,153435,2821,165,332,0,8393,532,459
58,13.929000,37345260,36200984,915828,0,225243,3205,254,498,0,12097,551,529
59,7.979000,37345260,36665126,534189,0,143165,2780,155,296,0,6663,468,397
60,490.332000,37345260,24281198,9655798,0,3099396,308868,5207,9715,0,363905,81307,30198
61,18.002000,37345260,35633796,1436873,0,270195,4396,601,826,0,14727,832,1016
62,8.500000,37345260,36802792,367687,0,172026,2755,136,229,0,7172,545,418
63,133.840000,37345260,29322392,6184890,0,1781120,56858,2248,4384,0,106428,13520,7260
64,9.829000,37345260,36659573,527108,0,156238,2341,151,324,0,8476,474,404
65,96.528000,37345260,31749472,4369990,0,1180768,45030,1663,2953,0,75204,11049,5659
66,17.258000,37345260,36235874,876939,0,221638,10809,256,482,0,13213,1890,1417
67,217.099000,37345260,27772840,7320567,0,2195090,56763,2987,5695,0,186230,14366,7821
68,399.900000,37345260,25235204,8883463,0,3090104,136489,4768,8588,0,335315,36085,15144
69,27.624000,37345260,36328873,732105,0,254687,29595,289,508,0,18303,5295,3229
70,31.474000,37345260,35649967,1301585,0,370200,23508,519,809,0,22995,4300,2851
71,26.226000,37345260,35525762,1394737,0,415281,9480,427,853,0,21943,1807,1196
72,7.264000,37345260,36955472,268244,0,120314,1230,108,181,0,6455,245,275
73,383.610000,37345260,25935887,8424486,0,2803240,181647,4229,8015,0,304320,48054,18992
74,96.269000,37345260,31386687,4647313,0,1263375,47885,1649,2971,0,75377,10083,6189
75,22.484000,37345260,35636424,1394108,0,301136,13592,461,834,0,17091,2378,1720
76,8.103000,37345260,36678476,531872,0,133356,1556,130,301,0,7041,340,291
77,12.406000,37345260,36602601,557164,0,179013,6482,172,335,0,9959,1191,749
78,19.123000,37345260,35613233,1420138,0,304326,7563,393,790,0,15503,1415,1022
79,65.298000,37345260,33094088,3411901,0,796568,42703,1280,2089,0,48841,8083,5005
80,35.794000,37345260,35325437,1500315,0,501959,17549,524,904,0,28626,3570,2170
81,12.208000,37345260,36590626,572988,0,176379,5267,198,352,0,9953,1011,694
82,390.647000,37345260,25412401,8722795,0,2976768,233296,4585,8658,0,291816,62128,23460
83,16.809000,37345260,36488319,625426,0,221257,10258,260,398,0,13046,1896,1209
84,8.485000,37345260,36627033,536860,0,175343,6024,176,295,0,6365,1008,641
85,52.129000,37345260,34647921,2058189,0,601837,37313,809,1308,0,38510,7172,4330
86,290.292000,37345260,26858726,7888350,0,2458205,139979,3543,6829,0,226516,37998,15406
87,236.431000,37345260,27812766,7310451,0,2018733,203310,2980,5930,0,152806,54336,20379
88,52.604000,37345260,32533806,3923694,0,882617,5143,1276,2202,0,46193,1237,1696
89,14.074000,37345260,36584985,575951,0,175177,9147,187,349,0,10622,1750,1166
90,20.168000,37345260,35918163,1096306,0,325360,5431,325,608,0,17308,1071,856
91,7.463000,37345260,36926223,302140,0,114682,2215,93,193,0,6326,514,337
92,35.574000,37345260,35203624,1580001,0,547459,14176,502,970,0,29721,2619,1762
93,8.562000,37345260,36961227,266626,0,112779,4628,111,175,0,6629,1085,562
94,8.308000,37345260,36677553,525383,0,139976,2348,140,295,0,7087,432,354
95,42.574000,37345260,33985372,2692218,0,649918,17752,990,1571,0,33938,3753,2322
96,19.446000,37345260,35983333,1041822,0,312133,7972,319,613,0,15887,1559,1068
97,9.675000,37345260,36612426,551895,0,175512,5427,164,316,0,7622,956,617
98,43.018000,37345260,35155630,1608365,0,550943,30322,555,1003,0,32788,5232,3440
99,267.180000,37345260,27670978,7385374,0,2130589,158319,3121,6164,0,201163,39978,16754
