query,total_records,query_wall_us,worker_search_us,node_mbr_checks,node_mbr_pruned,node_mbr_us,group_mbr_checks,group_mbr_pruned,group_mbr_us,radial_checks,radial_pruned,radial_us,symbolic_checks,symbolic_pruned,symbolic_us,residual_checks,residual_pruned,residual_us,exact_evaluated,exact_us,other_worker_us
49,37345260,8729,480488,4048,19234968,1956,29552,3151087,23323,11716834,2832881,34072,12126324,12126286,338995,91,0,8,38,17,82117
50,37345260,1534,8634,304,37178149,67,192,45288,94,121823,80419,278,41404,41388,1533,30,0,4,16,5,6653
51,37345260,1693,37751,568,36052459,174,1792,237836,1080,922092,396606,2556,658359,658344,23731,39,0,5,15,14,10191
52,37345260,2567,94127,1296,33615776,480,5648,1011915,3412,2320624,1041246,6608,1676323,1676301,56746,41,0,6,22,14,26861
53,37345260,1283,7047,296,37197424,48,176,71764,74,76072,47219,198,28853,28836,898,49,0,6,17,3,5820
54,37345260,1220,9828,320,37080824,58,368,74915,181,189521,85426,502,104095,104079,2985,31,0,1,16,8,6093
55,37345260,1246,10438,336,36954037,59,560,147429,264,243794,145122,665,98672,98664,3612,15,0,3,8,7,5828
56,37345260,2506,93730,1560,34192672,609,4656,323704,3395,2371944,1083648,6393,1745236,1745110,58886,261,0,46,126,712,23689
57,37345260,1427,8301,288,37231075,36,128,28103,67,86082,41257,205,44825,44801,1093,61,0,3,24,8,6889
58,37345260,1189,9604,328,37182053,45,192,27204,124,105289,55062,261,80941,80926,2239,43,0,1,15,3,6931
59,37345260,1283,10445,344,37088837,63,320,111214,163,127409,71979,370,73230,73212,2350,33,0,1,18,6,7492
60,37345260,8970,518927,4988,19504780,2662,28752,1529474,23702,13215470,4200758,37147,12110248,12110046,351402,410,0,86,202,2504,101424
61,37345260,1365,15388,560,36800558,169,784,180532,306,187128,48126,555,316044,316011,5926,81,0,7,33,16,8409
62,37345260,1327,16913,440,36857511,101,672,62750,519,303264,83580,891,341419,341397,8147,58,0,3,22,11,7241
63,37345260,6546,348761,3216,25607196,1496,20448,822031,17678,8816828,1719096,25357,9196937,9196895,234802,91,0,17,42,26,69385
64,37345260,1523,11285,344,37075949,86,320,37369,190,225953,119665,526,112277,112259,3378,33,0,2,18,4,7099
65,37345260,1896,57160,760,35021493,318,3440,436669,3203,1452005,931422,4260,955676,955669,34254,10,0,0,7,3,15122
66,37345260,1543,9620,288,37180636,49,176,1513,98,163111,63912,360,99199,99176,2382,61,0,6,23,11,6714
67,37345260,4000,196202,3528,29718308,1693,12576,1943207,8376,4275075,666656,12638,5017089,5017009,115634,158,0,42,80,46,57773
68,37345260,7008,366564,3224,23432407,1679,23168,1998041,18759,9427731,2114916,27113,9799896,9799869,247886,67,0,4,27,12,71111
69,37345260,1528,8289,424,37217373,105,240,25029,122,98820,36057,275,66801,66770,1558,59,0,8,31,8,6213
70,37345260,1228,15069,488,36919230,122,560,30082,412,304683,125087,906,270861,270840,6768,54,0,9,21,22,6830
71,37345260,1621,25768,584,36561386,123,1248,100488,806,619917,279225,1742,404161,404138,14221,40,0,1,23,11,8864
72,37345260,1473,11898,312,37071039,43,320,21102,204,231013,94909,510,158210,158195,3940,33,0,4,15,3,7194
73,37345260,8669,479675,5612,19960348,2993,28848,2453647,23188,11972081,3297361,34267,11633904,11633776,308402,249,0,52,128,83,110690
74,37345260,4310,196252,2480,29845818,1234,12128,830117,10085,5321782,1600095,15079,5069230,5069204,122503,65,0,10,26,16,47325
75,37345260,1413,9722,312,37214804,77,160,17641,110,81360,33459,225,79356,79344,1969,38,0,3,12,4,7334
76,37345260,1249,9061,336,37126180,70,288,80881,124,135437,92030,341,46169,46142,1782,48,0,1,27,19,6724
77,37345260,1603,12860,336,37104064,62,256,20317,153,173770,92708,484,128171,128149,3159,45,0,3,22,12,8987
78,37345260,1952,58235,520,35639732,177,2720,206413,2516,1353375,574547,4020,924568,924555,36944,26,0,3,13,9,14566
79,37345260,1399,16238,520,36866156,129,608,29496,470,337823,132453,989,317155,317144,8473,36,0,3,11,5,6169
80,37345260,2137,52825,800,35651248,299,2640,187780,1859,1212828,515348,3430,990884,990868,32716,30,0,4,16,6,14511
81,37345260,1735,38108,456,36055332,127,1760,229502,1039,965776,514272,2627,546154,546134,22949,42,0,0,20,6,11360
82,37345260,9257,534544,4452,18124443,2257,30704,1771118,24810,13785708,4828923,38862,12620776,12620720,375011,124,0,25,56,39,93540
83,37345260,1969,17852,568,36606146,153,1088,307401,523,380532,163713,1085,268000,267977,7303,45,0,7,23,458,8323
84,37345260,1729,35307,464,36324998,157,1216,187397,757,644238,278783,1688,554082,554052,19687,57,0,6,30,12,13000
85,37345260,3449,150491,1816,31662739,863,8912,1017337,6040,3873578,1796045,10945,2869139,2869116,96928,49,0,3,23,13,35699
86,37345260,8776,486927,5348,19118372,2851,29872,3114154,23759,12090060,3162343,35522,11950391,11950327,322823,140,0,31,64,39,101902
87,37345260,9206,513220,4280,17622133,2803,31552,2869468,24252,13538688,4413989,38701,12439670,12439586,351597,166,0,36,84,64,95767
88,37345260,4582,198869,2320,30217075,1019,12224,613481,9579,5364304,772258,14932,5742446,5742397,128700,113,0,18,49,24,44597
89,37345260,1382,10993,336,36855492,99,672,205842,441,283926,183477,805,100449,100440,4518,17,0,0,9,10,5120
90,37345260,1314,12557,472,37017793,102,560,27057,365,245985,113032,718,187378,187367,4819,19,0,3,11,4,6546
91,37345260,1356,9166,320,37193698,55,224,34600,107,108187,46502,285,70460,70438,1794,43,0,1,22,10,6914
92,37345260,2164,41871,608,35897199,157,1984,190135,1290,1028556,451332,3419,806594,806583,26833,35,0,1,11,5,10166
93,37345260,1349,14827,384,36918038,102,480,110539,252,171776,72122,439,244561,244540,5561,32,0,2,21,8,8463
94,37345260,1025,8564,304,37257215,47,96,14149,54,45710,24609,120,49287,49271,1127,43,0,4,16,5,7207
95,37345260,3731,165141,1880,32065508,914,8032,365575,6184,4080668,1990343,11413,2923834,2923623,108114,428,0,93,211,803,37620
96,37345260,2048,38996,488,36008030,159,1824,241369,1117,954374,493111,2542,602750,602721,23981,74,0,5,29,16,11176
97,37345260,1808,35003,528,35996895,153,1968,247934,1360,957336,406146,2459,694285,694266,20060,40,0,4,19,12,10955
98,37345260,1247,9376,384,37165316,64,352,36016,195,134389,60403,446,83525,83513,2293,38,0,7,12,2,6369
99,37345260,9120,521212,5796,19020003,3127,30528,2877011,24631,12217907,3170908,35893,12277338,12277210,340081,266,0,53,128,694,116733
