query,elapsed_ms,total_records,node_pruned,cluster_pruned,local_vq_pruned,record_pruned,exact_evaluated,node_mbr_us,cluster_bound_us,local_vq_us,record_bound_us,exact_distance_us,other_us
71,4355.921000,15508794,0,4445,0,3413453,12090896,759,3349,0,1472332,2496501,382980
72,10.837000,15508794,15094752,230044,0,183994,4,69,248,0,10382,3,135
73,4.919000,15508794,15359487,67379,0,81903,25,31,81,0,4692,6,109
74,9.508000,15508794,14831534,493777,0,183433,50,92,225,0,9018,15,158
75,2.087000,15508794,15368661,98034,0,42080,19,19,53,0,1926,3,86
76,177.092000,15508794,10972772,1306183,0,3229510,329,632,2430,0,173368,81,581
77,69.522000,15508794,13740969,585287,0,1182459,79,247,914,0,68084,26,251
78,1.752000,15508794,15419987,62584,0,26216,7,16,36,0,1612,0,88
79,1.859000,15508794,15428027,51873,0,28861,33,15,43,0,1695,12,94
80,2.952000,15508794,15392429,70016,0,46346,3,21,30,0,2809,0,92
81,2.720000,15508794,15390843,81190,0,36738,23,23,51,0,2563,6,77
82,5.820000,15508794,15181978,220197,0,106602,17,59,139,0,5521,6,95
83,1.856000,15508794,15425015,50963,0,32811,5,17,39,0,1699,2,99
84,4.912000,15508794,15176150,237459,0,95175,10,46,125,0,4652,4,85
85,387.920000,15508794,10956999,19649,0,4446218,85928,712,3115,0,350759,22272,11062
86,5.663000,15508794,15331059,76167,0,101554,14,29,91,0,5452,4,87
87,288.164000,15508794,10957005,59079,0,4490180,2530,684,3149,0,282595,716,1020
88,30.851000,15508794,14985125,72288,0,439266,12115,88,335,0,25788,3133,1507
89,251.761000,15508794,10957009,251336,0,4300290,159,632,2900,0,247543,61,625
90,47.432000,15508794,14575336,192461,0,740959,38,134,542,0,46539,12,205
91,27.896000,15508794,14299777,762348,0,444659,2010,165,454,0,26161,589,527
92,903.563000,15508794,10956999,661878,0,2525032,1364885,676,2943,0,427869,340316,131759
93,2.987000,15508794,15395280,52998,0,60494,22,24,61,0,2803,10,89
94,220.118000,15508794,10957009,519679,0,4031969,137,665,2786,0,216023,49,595
95,3.358000,15508794,15397483,62280,0,49025,6,20,54,0,3163,2,119
96,2.729000,15508794,15430203,33424,0,45155,12,18,30,0,2588,3,90
97,3.281000,15508794,15352840,101532,0,54412,10,23,37,0,3133,3,85
98,4.214000,15508794,15311585,125632,0,71572,5,33,71,0,4021,0,89
99,3.788000,15508794,15298577,134996,0,75197,24,34,77,0,3593,8,76
