query,total_records,query_wall_us,worker_search_us,node_mbr_checks,node_mbr_pruned,node_mbr_us,group_mbr_checks,group_mbr_pruned,group_mbr_us,radial_checks,radial_pruned,radial_us,symbolic_checks,symbolic_pruned,symbolic_us,residual_checks,residual_pruned,residual_us,exact_evaluated,exact_us,other_worker_us
25,93473541,32511,1959789,13490,35948397,11273,82336,4572451,76855,41028432,13136398,140888,39816295,39815894,1404791,605,206,123,195,596,325263
26,93473541,3625,119470,1080,90198193,843,4848,895110,2409,1555302,758878,5599,1621360,1621223,75811,209,77,22,60,29,34757
27,93473541,22215,1341205,15190,47708209,13600,63952,7234949,54369,29465434,5253990,102833,33276393,33276076,829286,519,114,78,203,655,340384
28,93473541,38654,2344092,15274,24929638,13757,99008,9191641,91035,45149252,15156547,155984,44195715,44193876,1719894,2494,1187,404,652,313,362705
29,93473541,9421,458010,2396,84707703,2176,12896,822906,9854,6040065,2847619,21635,5095313,4417157,303390,699767,656160,7729,21996,16416,96810
30,93473541,3158,116788,1136,90260429,875,4880,502220,3253,1789477,866157,6854,1844735,1844052,76560,741,640,100,43,21,29125
31,93473541,23667,1442790,16531,47763866,14733,63776,6837432,57096,29698765,5019022,102577,33853221,33848266,919418,5528,4381,976,574,2506,345484
32,93473541,1262,10425,344,93376649,113,176,18698,78,32864,15873,181,62321,62311,1556,32,2,0,8,3,8494
33,93473541,1310,8793,304,93377582,74,96,17827,43,54859,26603,186,51529,51508,1426,53,2,0,19,6,7058
34,93473541,23365,1276584,15099,63052227,12783,41632,8301968,33007,16565792,977123,56708,21142223,20778585,818857,573375,151144,20939,212494,73648,260642
35,93473541,2674,89626,2536,90445862,1324,4096,1010045,3002,1630064,225260,5621,1792374,1792318,40981,120,4,21,52,33,38644
36,93473541,26609,1549962,15475,51562717,12864,58656,9290833,50692,25380521,2974279,85378,29645712,29614545,1095895,49204,12885,2576,18282,6717,295840
37,93473541,21392,1253910,9806,56506142,8049,53952,3117147,48016,26247642,6608723,90546,27241529,27241349,866950,259,94,42,86,537,239770
38,93473541,1239,9281,392,93415486,119,32,25614,10,10682,5825,38,26616,26593,644,48,12,4,11,8,8458
39,93473541,22310,1356006,12905,51040249,10747,60016,4590864,54070,29013564,4414369,100220,33428059,33427419,915362,1180,107,163,533,1357,274087
40,93473541,4366,180836,1520,88084726,1318,8032,736458,7114,3308466,1229399,11957,3422958,3386016,124164,37274,36605,927,337,174,35182
41,93473541,3838,52138,606,92502585,323,1520,186403,888,682104,363004,2467,421549,359611,27339,64455,59378,951,2560,3397,16773
42,93473541,1335,10325,352,93252154,101,304,74080,149,110470,67919,382,79388,79363,2642,61,0,3,25,13,7035
43,93473541,31673,1921246,13807,32873125,12046,87536,9873853,74299,38227096,11564458,131952,39162105,39161670,1381887,688,189,100,246,122,320840
44,93473541,5804,266947,1832,87519632,1747,9008,693521,7132,3637122,1567809,13507,3692579,3673330,158894,19910,18585,494,664,790,84383
45,93473541,15547,859014,9341,63051675,6879,43296,6713678,34396,18314096,5150662,61697,18557526,18501276,562124,68598,43790,3806,12460,7882,182230
46,93473541,9151,477539,3087,81780108,2915,17216,774157,13635,8353274,4004296,28927,6914980,6913298,335598,2012,1340,204,342,160,96100
47,93473541,2221,17960,344,93189212,112,512,59641,281,214802,104004,748,120684,117074,5982,3717,3497,158,113,49,10630
48,93473541,1334,11762,352,93268349,105,384,51809,174,105055,61065,391,92318,92300,3243,37,6,5,12,5,7839
49,93473541,19001,1126944,5756,69597143,5330,34544,2328018,30374,16734426,6942951,58016,14605429,13993889,834455,637947,584293,9214,27247,22284,167271
50,93473541,9022,453467,3552,79777257,2695,19328,937446,19440,10129688,2006098,34357,10752740,10752143,316235,957,244,58,353,126,80556
51,93473541,3641,135454,1760,88597078,1098,7296,864137,6284,3447036,1112416,11809,2899910,2899851,85427,91,24,7,35,18,30811
52,93473541,19936,1152603,8885,66801407,8296,38336,1870003,35127,19500491,8975844,66179,15826287,15767338,832167,65635,52139,1698,6810,6934,202202
53,93473541,38427,2328371,14154,29061977,12626,92656,4645077,87678,46103975,16027451,159368,43739036,43737749,1716631,1701,874,287,413,667,351114
54,93473541,70180,4253318,15482,29459725,13935,92432,8817877,95095,42366030,10622200,151076,44573739,39481268,2578266,6623209,3537541,149965,1554930,642039,622942
55,93473541,2195,38737,662,92441488,350,1520,203594,857,716453,434964,2483,393495,393448,17398,59,31,10,16,7,17632
56,93473541,1646,28375,552,92503857,229,1472,328473,640,517182,306899,1762,334312,334292,13007,49,6,2,14,7,12728
57,93473541,7015,354562,2303,84656407,2083,13360,556025,9956,6611653,3499395,22465,4761714,4759362,236396,2507,2204,216,148,74,83372
58,93473541,2408,59064,928,91594485,603,2800,506652,1787,916952,445251,3329,927153,927141,26045,21,0,4,12,8,27288
59,93473541,1570,10266,368,93317954,119,208,43741,110,94943,44842,328,67004,66982,1818,54,6,2,16,5,7884
60,93473541,4290,188572,1304,88751459,1249,7040,690889,6189,2885905,1032346,10353,2998847,2778053,132094,225412,216116,2677,4678,3184,32826
61,93473541,5258,214156,1872,87640553,1520,8848,650701,7058,3846725,1548286,13534,3634001,3619711,143695,14582,13990,339,300,150,47860
62,93473541,18564,1099419,11894,56524301,8790,51808,4093997,45503,26117495,4078778,89885,28776465,28776270,710650,370,11,75,184,609,243907
63,93473541,9943,491312,3104,81857111,2884,17824,2113562,13907,6843724,3393446,25023,6109422,5665926,318357,461539,425102,6977,18394,10123,114041
64,93473541,1345,10780,400,93350668,137,176,46889,75,40003,21551,163,54433,54423,1331,33,0,1,10,10,9063
65,93473541,3195,137610,2140,87929958,1732,8544,2256937,4704,2492176,1739666,8258,1546980,1546714,67178,378,165,72,101,48,55618
66,93473541,17996,956663,7622,67586293,5063,36448,6420322,28581,14747323,1525346,50261,17941580,17870955,662494,134344,6220,7283,64405,21072,181909
67,93473541,4418,181097,2824,86884215,1605,9104,892702,8252,4818031,1063738,16283,4632886,4632869,113374,45,0,1,17,7,41575
68,93473541,2586,68697,936,91491808,583,2896,452647,1600,1163227,668178,4097,860908,860681,36074,261,204,24,23,8,26311
69,93473541,25217,1490863,9426,51942868,8438,59776,2582854,58371,30076554,10514334,103823,28433485,28386529,1068611,51602,42211,2379,4745,2091,247150
70,93473541,19695,1167910,6872,64104567,5875,42880,2375416,41605,20773899,5528568,72012,21464990,21459972,855050,5687,4345,758,673,343,192267
71,93473541,46621,2820959,17143,21727628,16380,103904,16061534,92006,40950051,10370505,143474,45313874,45193756,2155915,171112,68455,10010,51663,23531,379643
72,93473541,1884,41167,776,92507339,469,1440,187868,828,551739,326783,2159,451551,451313,17472,312,173,58,65,42,20139
73,93473541,1396,10200,320,93258050,83,336,81018,149,124247,64448,476,70025,69999,2620,44,3,5,23,6,6861
74,93473541,48194,2992776,16935,21407813,15122,103552,8363772,100779,48391764,14629814,167461,49072142,49016154,2305799,63116,48765,5949,7223,8444,389222
75,93473541,2107,36026,520,92593691,216,1136,61051,867,595947,124602,2146,694197,694064,19258,249,18,25,115,48,13466
76,93473541,1955,12265,320,93298655,96,288,34259,149,114898,52590,386,88037,86804,3006,1293,1184,58,49,19,8551
77,93473541,44983,2743147,16551,31284305,15215,88896,4670766,87585,44662948,15099292,152305,42419178,42377996,2086263,49991,32255,2750,8927,5040,393989
78,93473541,23425,1386970,11934,47069125,9914,66704,4384037,59401,32296943,8663515,111613,33356864,33355918,926305,1393,515,180,431,2465,277092
79,93473541,5668,263706,3848,81221208,2942,17904,3894817,9919,6089919,2626152,21606,5731364,5731165,150401,259,152,25,47,28,78785
80,93473541,1410,10821,328,93337843,97,320,52114,138,79999,49141,276,34443,34414,1537,54,5,3,24,12,8758
81,93473541,2749,97794,1048,90616474,654,4368,610960,2266,1715008,981583,6092,1264524,1264507,49967,24,3,2,14,2,38811
82,93473541,11816,604969,5207,76591625,4816,24384,2068910,20852,11455525,5070479,38152,9742527,9396804,389232,374422,316411,5519,29312,13401,132997
83,93473541,1828,21305,400,92972897,149,816,99450,385,337492,176555,1287,224639,224628,9201,21,1,2,10,7,10274
84,93473541,1859,52229,528,92513792,323,1760,208458,994,568700,294238,2304,457053,454770,18799,2375,2190,160,93,49,29600
85,93473541,57902,3531436,19902,8398986,19301,124864,10234398,119880,56590309,21872082,195447,52968075,52514309,2639644,539621,366623,27728,87143,49859,479577
86,93473541,43216,2619144,15650,25810973,14263,97360,6557920,95483,46681748,16980648,160395,44124000,44080580,1960847,54265,32425,3449,10995,7016,377691
87,93473541,1238,7513,312,93434666,78,48,4217,23,11698,8938,47,25720,25710,578,22,0,1,10,4,6782
88,93473541,1587,30341,432,92910679,171,912,81104,623,330145,188804,1234,292954,292924,9450,56,6,12,24,15,18836
89,93473541,3662,114408,1056,90345231,778,4832,1105300,2096,1351476,713235,4845,1309775,1276294,62549,34322,32623,753,858,3133,40254
90,93473541,2816,73122,1048,91243695,534,3168,206102,3240,1619365,291967,5669,1731777,1730664,47055,1212,1015,82,98,44,16498
91,93473541,53043,3318891,19438,20760223,18540,105264,10431199,101581,46846611,13148901,163929,49133218,48890524,2540567,287670,197179,15995,45515,42039,436240
92,93473541,6843,333178,3052,82806170,2709,15904,1418711,10983,7051276,3816520,24985,5432140,5431751,211164,471,299,95,90,52,83190
93,93473541,26113,1588409,13115,42668295,11002,71312,8329164,62822,32416952,6690770,111161,35785312,35785070,1118155,459,26,80,216,1179,284010
94,93473541,20638,1193097,7308,64622519,6893,41712,2768652,38236,19870204,8964731,68513,17117639,16837710,873823,299890,259377,6142,20552,11174,188316
95,93473541,63749,3879455,19846,23030369,19068,102944,15782742,93192,40464421,9456836,140234,45203594,42379213,2245838,4370560,1257120,134101,1567261,586652,660370
96,93473541,6284,295332,4415,81356629,3606,18112,5040970,12069,5060882,2106399,15525,4969543,4884591,163662,92994,76804,1622,8148,2628,96220
97,93473541,1279,7753,280,93463277,82,0,0,0,0,0,0,10264,9512,246,862,658,11,94,31,7383
98,93473541,18882,1124787,7183,64858227,6093,41632,1863152,38188,20579088,8069651,66083,18682511,18106546,809516,602046,549397,8567,26568,13237,183103
99,93473541,8879,456725,3359,80815211,2917,18608,1508053,12414,8583322,4425072,27083,6725205,6723613,305704,1788,1390,212,202,112,108283
